"","x","y","z"
"168",-3.83757713659467,-4.68466338202967,-6.05040029459528
"169",-5.55275487277613,-6.49315574792018,-10.847190151346
"170",-5.95113411166233,-4.72344079851279,-8.72594410677614
"171",-7.52988241978779,-6.89923399651662,-11.0083612040395
"172",-5.68507917252529,-6.76302658635804,-9.57133383257044
"173",-4.70931961761171,-3.95647532065164,-8.40011709660868
"174",-5.03952026622088,-4.34885058548672,-8.49445091464491
"175",-3.84611931242277,-3.86791764784582,-7.23815716763688
"176",-4.17963843653366,-1.60360968309589,-7.17890498145293
"177",-4.01327061245918,-3.99145136702025,-6.90503752984207
"178",-4.44351431680434,-5.51716421083514,-8.35320404848528
"179",-2.47755572211906,-1.38506396396966,-3.84825152008369
"180",-1.91818709874782,-2.25174409887229,-5.22995447800544
"181",-2.55969242937424,-2.45351830320058,-5.56994092210806
"182",-2.60666702516154,-2.78989400682557,-5.28648825981615
"183",-1.47252311911481,-1.2500077923952,-3.1152572575104
"184",-1.18329183191508,-1.16164384562196,-2.55483292240347
"185",-0.720895677654349,-0.812597100270039,-1.29595203504687
"186",0.460972888595736,-0.215950966056133,0.338609607534904
"187",-0.948754690790295,0.477061908229752,-2.13409873822768
"188",-1.57236104027937,-0.936297844253542,-3.31845003733194
"189",-2.22945103717246,-2.05275370515366,-6.67887956325264
"190",-1.52162726735989,1.46791799014774,-4.28396332941185
"191",-3.14955384016159,-2.40285049445187,-5.73488997122028
"192",-3.59767059021789,-3.85425362615058,-5.7796922138936
"193",-2.4786562028459,-0.481460486190066,-6.39181968682678
"194",-2.29265953290334,-1.10919838593793,-4.17105650120997
"195",-2.65471922492542,-1.15182408895459,-4.09987039220535
"196",-2.40771722588069,-1.39094364205745,-5.35409173495633
"197",-2.04914894718169,-1.74541108839062,-6.08649594291552
"198",-2.0322159385575,-1.11093808284793,-3.39487631580706
"199",-2.26749309969559,-1.93627283890728,-4.20772974921378
"200",-2.65817974235937,-2.63320229220938,-4.57466687011086
"201",-3.77873279590032,-3.83736282649499,-5.5639502161429
"202",-3.8410567056283,-2.35014231376887,-6.64864128828086
"203",-3.12691491853591,-2.66990671636493,-6.56483624302806
"204",-2.35387000127251,-0.188407217854538,-4.43181483580781
"205",-0.370164412765128,-0.141197313225762,-1.71579831400264
"206",0.511107743015014,3.62672513662672,-1.03699027981775
"207",-0.64145538687341,0.148504825533524,-2.78731514513432
"208",-0.0861879611291544,0.396490951426289,-1.80489187406693
"209",0.182170053821702,0.24475123979928,-0.247948715091276
"210",1.45010200429233,2.35065667133115,0.343813667648492
"211",-0.458219451389834,1.88164407252127,-2.81212174948294
"212",0.0205495133477798,0.56395390672675,-1.72608782297697
"213",-0.00792426626446143,2.19764441431442,0.166296469027156
"214",0.0928211644999639,0.907720224711888,-0.573909661270306
"215",0.950367827176934,2.17987386739395,1.61732652208705
"216",0.739030305605493,1.91881227318782,2.24039791460682
"217",1.21104784675696,1.19131453582056,1.17617648011592
"218",0.764848073240049,1.73947564967362,-2.02024161282167
"219",1.35757558696072,2.72883625345232,0.75519172491454
"220",2.77496244583149,2.27856201936559,3.96107523603568
"221",4.25175795209558,5.3055710555913,5.81172829797133
"222",4.12737336530102,3.33063388862865,3.60436788856072
"223",2.36458571653902,4.67089727207855,3.28453802777756
"224",2.36683075285867,3.88645562316423,2.83237513017749
"225",2.45109191996614,4.7479345670894,2.76925774844914
"226",2.47586659741183,1.93088837065631,2.31945824550032
"227",1.82727671343729,1.79990480527433,1.23334556864777
"228",0.767274547494917,0.949455098227825,-1.28492176976043
"229",0.166759789369922,-0.387191153813141,-0.705096170732147
"230",1.23005900905653,1.86189658216755,0.702693738953317
"231",2.62010809780474,4.64186416964983,1.97092099113725
"232",1.8221100409325,2.57998240231662,-1.4677613192931
"233",2.70945882558087,2.36458497638721,1.45738065141931
"234",2.11239824145674,1.55693765406268,1.78822313992224
"235",1.97775985751571,2.61680563899753,2.27187657077411
"236",1.66183167667993,2.70791319569235,1.09706570772439
"237",0.872495390256264,0.342062237454791,0.573094518300883
"238",1.61372193826091,1.97281878489464,2.33816247314179
"239",1.0057624398547,3.45376780304905,1.66062529688408
"240",0.563969966952693,-0.529828174677119,0.108866131297741
"241",0.846581876282076,2.75143896278713,0.236145615409856
"242",0.672838681300099,1.17053867504565,-0.288870330782487
"243",1.00805994692054,1.81296438124634,0.721281840870603
"244",0.3598495633342,1.78122480292999,0.0116511813293407
"245",0.329214036616495,0.950793293523578,-2.04981120782289
"246",1.05430674909226,1.93413189258555,-0.662867770799104
"247",0.183256945342905,2.35395309897125,-1.78172254840298
"248",-0.247365393217587,0.0213266096027787,-0.276018427764927
"249",-0.375171358498008,-0.672794291344599,-2.27889487675332
"250",-0.289082589927885,0.433115314666695,-0.911113760684756
"251",-0.00390550600260453,0.861903685006992,-0.925927634390748
"252",-0.570801936799523,-1.09042863966165,-1.54595482396948
"253",-0.441339290913987,0.723008500649781,-3.200570750113
"254",0.0589437436227811,1.25535065723531,-1.17491122311155
"255",-2.31465876202824,-0.366497914036821,-2.9827879788643
"256",-1.78867879544572,-1.08697963390847,-3.76127234321226
"257",-1.18323738464277,-0.821815232719415,-1.3882013158192
"258",-1.85069991978095,-1.13412751208066,-4.64655733878769
"259",-3.22137603656679,-0.966717759073213,-5.26139478161526
"260",-2.64561886171484,-2.00959177253284,-5.02616270647805
"261",-2.97074085572362,-2.18873123095478,-5.8993921832645
"262",-2.03106394578063,-2.92131932756844,-3.11353578700264
"263",-0.98305799137205,-0.753398060964766,-2.56180791817649
"264",0.0319242983422644,0.421988738353743,-0.382234612759119
"265",-1.60796449206352,-0.511794657016849,-4.13991799433024
"266",0.979767799779693,2.22186908348185,1.39960055527687
"267",0.607347632804761,1.39548508091196,-0.926845209294523
"268",0.507622513503236,-0.260579850960335,0.280909005427493
"269",-0.238505917106794,2.22279193333559,0.919924912526523
"270",0.132380823470099,2.12046126800026,-1.17140136934527
"271",0.157190968686403,1.28900622342609,-0.200590876295577
"272",0.443971853263827,-0.133440667911185,-0.980583703095349
"273",-0.707264884062999,0.434557260334147,-3.20863667142664
"274",-0.45391816485883,0.288783420446779,-2.42356069389198
"275",0.122494365632562,2.38617716806928,-0.573299120184595
"276",1.74948399735014,1.25382222450991,1.77168563887674
"277",3.62687482000148,5.21057453277612,4.382802157652
"278",3.56419033380734,3.32968532981056,3.71451370012338
"279",1.33167480314806,1.58310310167197,0.586414685623149
"280",1.9064662157025,3.39898646456478,3.97824416973796
"281",1.5462808474447,3.26136925514374,0.741109298522523
"282",3.23062017195542,4.3366291185193,2.20180573412486
"283",3.37461520868599,4.13603016436157,4.33095866693196
"284",4.40479828836838,4.52904961474204,8.00245072273758
"285",5.12635123903272,6.08433613001953,6.91346198100485
"286",4.76765537596782,5.15473683715534,5.91484557919651
"287",5.07598544267583,5.15591390040425,7.74804760912289
"288",5.95651857922859,6.18299433652433,7.67020322994613
"289",7.35604713679765,6.27267507523873,8.03878182744972
"290",7.02262976564845,6.89181575168235,9.47079807092415
"291",6.46004527307152,7.21919802612554,9.02742525187324
"292",5.60044649409264,5.36268407241033,6.8897753213131
"293",6.62157988080495,6.28458563335516,8.53283754856947
"294",7.14794389923256,6.16380935969062,9.57987172644411
"295",6.33565532242569,5.98792648888296,10.1774607732669
"296",4.2665094158328,2.66091636601203,4.54534929738503
"297",4.59468735200406,5.28231579305228,6.42700840324963
"298",3.63422268345787,3.11797453125643,4.10420370557522
"299",6.00505879632731,8.4888318333245,9.93063095380434
"300",8.21458976637815,9.39018230176691,11.2654378807243
