"","y"
"2022-02-05",0.000743689614959051
"2022-02-06",-0.00199861110923847
"2022-02-07",-0.00292895634244815
"2022-02-08",-0.00540116241196577
"2022-02-09",-0.000157369921984834
"2022-02-10",0.00953762424379541
"2022-02-11",0.00960398506572912
"2022-02-12",0.00347642604733155
"2022-02-13",-0.000211385073726268
"2022-02-14",-0.00492795478096594
"2022-02-15",-0.0010398774395053
"2022-02-16",0.00154436652185571
"2022-02-17",-0.00256271000029168
"2022-02-18",-0.00564007830567222
"2022-02-19",-0.00418786094265538
"2022-02-20",-0.00319110704464966
"2022-02-21",-0.0030628867798958
"2022-02-22",-0.00406836623246718
"2022-02-23",0.00216550640127087
"2022-02-24",0.00371118902435527
"2022-02-25",0.00311167053061335
"2022-02-26",-0.00528857908493361
"2022-02-27",-0.008251384907273
"2022-02-28",-0.00425776502932004
"2022-03-01",-0.00657382709305651
"2022-03-02",0.00227360191864219
"2022-03-03",-0.00129819409923038
"2022-03-04",-0.00332828885640982
"2022-03-05",0.00451902660060166
"2022-03-06",0.00336594567438618
"2022-03-07",-0.00237883399865148
"2022-03-08",0.000712947770254329
"2022-03-09",0.00298284384232457
"2022-03-10",-0.00260914605919488
"2022-03-11",-0.0065047704835864
"2022-03-12",0.00345039155631997
"2022-03-13",0.0025487123981423
"2022-03-14",-0.00935236794450421
"2022-03-15",-0.0032170767677965
"2022-03-16",0.00325475661157462
"2022-03-17",-0.00391540173159593
"2022-03-18",-0.011533967219555
"2022-03-19",-0.00662314086336827
"2022-03-20",0.00428638109282001
"2022-03-21",0.00645327903631822
"2022-03-22",0.000241790606210068
"2022-03-23",-0.00440470468012715
"2022-03-24",-0.00141097890721306
"2022-03-25",0.00119200923173155
"2022-03-26",0.00207621337200938
"2022-03-27",0.000337115294550301
"2022-03-28",0.001363499136407
"2022-03-29",-0.000301755496154955
"2022-03-30",-0.00245348815144899
"2022-03-31",0.00106823545002631
"2022-04-01",0.00367045927711681
"2022-04-02",-0.00283771746523216
"2022-04-03",-0.00340900170527638
"2022-04-04",0.00194452583793033
"2022-04-05",-0.00246700687688741
"2022-04-06",-0.00162876016923773
"2022-04-07",-0.00113454907971331
"2022-04-08",0.000938898831750594
"2022-04-09",0.00369171165419689
"2022-04-10",0.00319221534622351
"2022-04-11",0.00191098294878559
"2022-04-12",0.00229145219714531
"2022-04-13",0.00494809997120522
"2022-04-14",0.00793537529754232
"2022-04-15",0.00413131053498009
"2022-04-16",-0.00688178819119881
"2022-04-17",-0.00531471284695581
"2022-04-18",0.000834658605233976
"2022-04-19",9.46982254211868e-05
"2022-04-20",0.00121798991225963
"2022-04-21",0.00398916384237137
"2022-04-22",0.000746088334950621
"2022-04-23",-0.00188831569293122
"2022-04-24",0.000348522328600574
"2022-04-25",-0.000492328453397233
"2022-04-26",-0.00080109872647514
"2022-04-27",-0.00398950699412917
"2022-04-28",-0.00640577218609154
"2022-04-29",-0.00627194719517445
"2022-04-30",-0.00569449758363599
"2022-05-01",-0.00421838618710641
"2022-05-02",-0.000577555485167686
"2022-05-03",0.00348720788171654
"2022-05-04",0.000121389308846022
"2022-05-05",-0.00418479372409083
"2022-05-06",-0.00488184838402116
"2022-05-07",-0.00337439404581496
"2022-05-08",-0.00152592660885178
"2022-05-09",0.00066179879578971
"2022-05-10",0.000186210065371345
"2022-05-11",-0.00512948632697405
"2022-05-12",-0.00389903959251503
"2022-05-13",0.00291478230127545
"2022-05-14",0.00583319525568752
"2022-05-15",0.000339171228462482
"2022-05-16",-0.00628311457596404
"2022-05-17",0.00447498227816979
"2022-05-18",0.00566114962389238
"2022-05-19",-0.000989323193906437
"2022-05-20",0.00115926790500989
"2022-05-21",-0.00392667799360646
"2022-05-22",-0.00672949155924741
"2022-05-23",-0.00737437366640524
"2022-05-24",-0.00686125287165504
"2022-05-25",-0.00170113481297502
"2022-05-26",-0.00395885447039592
"2022-05-27",-0.00142555389622633
"2022-05-28",0.00252287105900876
"2022-05-29",-0.00184865560134776
"2022-05-30",-0.00142205560689507
"2022-05-31",0.00244918887443693
"2022-06-01",0.00424167621526935
"2022-06-02",0.00159267892764656
"2022-06-03",-0.000677238296819029
"2022-06-04",-0.000379518582902899
"2022-06-05",0.00294148065665018
"2022-06-06",0.00527088307653651
"2022-06-07",0.00442000985816189
"2022-06-08",0.00100207849249898
"2022-06-09",0.000304635679471496
"2022-06-10",0.00164652768073621
"2022-06-11",-0.00155437088293223
"2022-06-12",-0.00586898873786548
"2022-06-13",-0.00140402534676604
"2022-06-14",-0.00267692487671139
"2022-06-15",-0.00330306289287191
"2022-06-16",0.000697529619879544
"2022-06-17",0.00198896212684858
"2022-06-18",0.00160910199798146
"2022-06-19",-0.00130196351314051
"2022-06-20",0.000912060491976722
"2022-06-21",0.00593242189483215
"2022-06-22",0.00585620717374258
"2022-06-23",-0.0035127169750876
"2022-06-24",0.000580647991034808
"2022-06-25",0.00380056400232491
"2022-06-26",0.00161003877753104
"2022-06-27",0.00336684412606482
"2022-06-28",0.00126881781290272
"2022-06-29",-0.000425506757827449
"2022-06-30",0.00231881422754317
"2022-07-01",0.0037781634285011
"2022-07-02",0.00388263150654966
"2022-07-03",0.00801725885524385
"2022-07-04",0.00723214627047321
"2022-07-05",0.00259950843595627
"2022-07-06",-0.00604078092927037
"2022-07-07",0.00546669390782441
"2022-07-08",0.00572907179691228
"2022-07-09",0.0101164081049864
"2022-07-10",0.0125996524441686
"2022-07-11",0.01162968822248
"2022-07-12",0.00685169476660796
"2022-07-13",0.00234832030475287
"2022-07-14",0.00344159053583222
"2022-07-15",5.19841811117094e-05
"2022-07-16",-0.00111634569955187
"2022-07-17",0.00303861098071391
"2022-07-18",0.00205052856293193
"2022-07-19",-0.00664116480295529
"2022-07-20",-0.005632065482451
"2022-07-21",0.00122258547015249
"2022-07-22",0.00337464410510141
"2022-07-23",0.00332936239553831
"2022-07-24",-0.00322455233621122
"2022-07-25",-0.00252567493872185
"2022-07-26",0.0038265320656293
"2022-07-27",0.00607040089561366
"2022-07-28",0.00231260446751416
"2022-07-29",-0.00148487447428117
"2022-07-30",0.00315717844543114
"2022-07-31",-0.00183907356783236
"2022-08-01",-0.00547846683108851
"2022-08-02",0.000225968175845413
"2022-08-03",-0.00352318198652949
"2022-08-04",-0.00280364650729295
"2022-08-05",0.00639155664550973
"2022-08-06",0.00449882642972315
"2022-08-07",-0.000917773034323346
"2022-08-08",0.000665725457447927
"2022-08-09",0.000353823542882259
"2022-08-10",0.00143247492460723
"2022-08-11",0.00388909640176604
"2022-08-12",0.00181297141443094
"2022-08-13",-0.0027458557637759
"2022-08-14",-0.0055204464936011
"2022-08-15",-0.00429484920782813
"2022-08-16",0.000781126245073424
"2022-08-17",-0.00339338356741115
"2022-08-18",-0.0102598031160321
"2022-08-19",-0.00760249261036484
"2022-08-20",-0.000645838807953196
"2022-08-21",-0.00186938359242414
"2022-08-22",0.000455026529490169
"2022-08-23",0.00336922800834212
"2022-08-24",0.000355953368518008
"2022-08-25",0.00175008613928687
"2022-08-26",0.00272075931498631
"2022-08-27",-0.000278337525178016
"2022-08-28",-0.00033131192103318
"2022-08-29",0.00184895063531404
"2022-08-30",0.00191491448286837
"2022-08-31",-0.000767293777406299
"2022-09-01",0.000704188907171739
"2022-09-02",0.00398333185987833
"2022-09-03",0.00268113096938704
"2022-09-04",0.000849073066894209
"2022-09-05",9.75548242972878e-05
"2022-09-06",0.00429571397880924
"2022-09-07",0.00431396826059563
"2022-09-08",0.00021220763594259
"2022-09-09",-0.00629391735301561
"2022-09-10",-0.0102167744866124
"2022-09-11",-0.00465841755677438
"2022-09-12",0.000464557443386072
"2022-09-13",0.00141334109405106
"2022-09-14",0.00295545344333405
"2022-09-15",0.00129357435432544
"2022-09-16",0.00261348459359421
"2022-09-17",-4.67629045978859e-05
"2022-09-18",-0.00524135718843531
"2022-09-19",-0.00613243730069424
"2022-09-20",-0.000562924275747588
"2022-09-21",0.00156348635100037
"2022-09-22",0.00188918787348677
"2022-09-23",0.000971273131773799
"2022-09-24",-0.00198241520918364
"2022-09-25",-0.0020031658593303
"2022-09-26",-0.00482388936906976
"2022-09-27",-0.00659600841794457
"2022-09-28",-0.00688324833474386
"2022-09-29",4.74563611908689e-05
"2022-09-30",0.000789937739801471
"2022-10-01",0.000843033426799274
"2022-10-02",0.00641844276132043
"2022-10-03",0.00294672520424887
"2022-10-04",0.000333860527542999
"2022-10-05",-0.00407331670523818
"2022-10-06",-0.00647339420061835
"2022-10-07",-0.00196187276225069
"2022-10-08",0.000983795470804022
"2022-10-09",-0.0012909397679719
"2022-10-10",0.0052511156422085
"2022-10-11",0.00369305025165774
"2022-10-12",-0.00118966323011584
"2022-10-13",0.00217172910042457
"2022-10-14",0.00151958425484247
"2022-10-15",-0.00174713016633128
"2022-10-16",0.00129045081814327
"2022-10-17",0.00634289743531085
"2022-10-18",0.00329380865012385
"2022-10-19",0.00147408999109185
"2022-10-20",0.000983897879441286
"2022-10-21",0.00223586766710375
"2022-10-22",-0.000932248749593205
"2022-10-23",0.00384079628827388
"2022-10-24",0.00270292395362775
"2022-10-25",-0.00669971647496854
"2022-10-26",-0.0052478276540343
"2022-10-27",-0.000557247927593958
"2022-10-28",0.00519785651091839
"2022-10-29",0.00697149780241476
"2022-10-30",0.00297652275045735
"2022-10-31",-0.00375846376081607
"2022-11-01",-0.00613671495731967
"2022-11-02",-0.00277750168420484
"2022-11-03",0.00684518173782945
"2022-11-04",-0.00190720606708208
"2022-11-05",-0.000522957547452844
"2022-11-06",0.00189118438443518
"2022-11-07",0.00530528160891042
"2022-11-08",0.000138127391263714
"2022-11-09",-0.00390121707925152
"2022-11-10",-0.00422776640645266
"2022-11-11",9.26617499717886e-05
"2022-11-12",0.00934755613316708
"2022-11-13",0.0138679352497283
"2022-11-14",0.0116063337678234
"2022-11-15",0.0131689635711141
"2022-11-16",0.0153865216084892
"2022-11-17",0.00534170138378871
"2022-11-18",0.00190181112208449
"2022-11-19",-0.00256578296549005
"2022-11-20",-0.00454565935247023
"2022-11-21",0.00418811997427603
"2022-11-22",0.00611781510688673
"2022-11-23",0.00347733369213323
"2022-11-24",-0.00212061842138591
"2022-11-25",-0.00481457942002089
"2022-11-26",-0.00400911063205582
"2022-11-27",-0.000725308668143875
"2022-11-28",-0.00177419814021583
"2022-11-29",-0.000610502139137453
"2022-11-30",-0.00168463715153573
"2022-12-01",0.00268128592685747
"2022-12-02",0.00557719396364052
"2022-12-03",-0.000911222688624479
"2022-12-04",-0.00101849173017047
"2022-12-05",-0.000373982025359457
"2022-12-06",0.000168796279658065
"2022-12-07",0.0013037455048238
"2022-12-08",-0.00178615013303336
"2022-12-09",-0.00363588004161435
"2022-12-10",-0.000773238359372148
"2022-12-11",0.0042006453787337
"2022-12-12",0.00580220953832833
"2022-12-13",0.000585738775607026
"2022-12-14",0.000795426809909353
"2022-12-15",0.00161460108515349
"2022-12-16",0.000622379728267953
"2022-12-17",0.00116950756977464
"2022-12-18",0.00603816653868957
"2022-12-19",0.000618291502129121
"2022-12-20",-0.00272872960595413
"2022-12-21",-0.0050418747883488
"2022-12-22",-0.00213331306579831
"2022-12-23",0.00531627853559301
"2022-12-24",0.00775011328068166
"2022-12-25",-0.00321625203839105
"2022-12-26",-0.00380521341009294
"2022-12-27",0.00789485299759921
"2022-12-28",0.00324426487813618
"2022-12-29",-0.00234759087846799
"2022-12-30",-0.00080790054550783
"2022-12-31",0.00103155201661006
"2023-01-01",0.00279084645186962
"2023-01-02",0.00507250992524236
"2023-01-03",0.00257151025572882
"2023-01-04",0.000297484639902096
"2023-01-05",0.00651882916102248
"2023-01-06",0.00641421895333645
"2023-01-07",0.00183337701591435
"2023-01-08",-0.00338237900993781
"2023-01-09",-0.00308517784481886
"2023-01-10",-0.000613454854791316
"2023-01-11",-0.000524823307862856
"2023-01-12",-0.00138518150277822
"2023-01-13",-0.00267058831129185
"2023-01-14",-0.00290916582356979
"2023-01-15",-0.00180424090451055
"2023-01-16",0.00256824461641386
"2023-01-17",0.0049424308940223
"2023-01-18",0.00113928647851284
"2023-01-19",-0.00477960118681981
"2023-01-20",-0.00566672083306042
"2023-01-21",-0.00323980819239284
"2023-01-22",-0.000762333171202546
"2023-01-23",-0.00138633967214079
"2023-01-24",0.00347340184632764
"2023-01-25",0.00296823463231643
"2023-01-26",-0.00405203338613923
"2023-01-27",-0.0031228567159533
"2023-01-28",-0.00302011370630282
"2023-01-29",-0.00172313604565455
"2023-01-30",0.000924625411719883
"2023-01-31",0.00129642479923986
"2023-02-01",-0.00294323868418162
"2023-02-02",-0.00229878385525057
"2023-02-03",0.00123055051228307
"2023-02-04",-0.00267036849835323
"2023-02-05",-0.000117888126389333
"2023-02-06",0.00408965575765323
"2023-02-07",0.00767316017326269
"2023-02-08",0.0053687121224452
"2023-02-09",0.000600660867283977
"2023-02-10",0.000394221835788783
"2023-02-11",0.000400569559276927
"2023-02-12",-0.00426565182345138
"2023-02-13",-0.00850622350130053
"2023-02-14",-0.00425302696249805
"2023-02-15",-0.00201041017807204
"2023-02-16",-0.00127737061471233
"2023-02-17",-0.00538978574953642
"2023-02-18",-0.00957497782343667
"2023-02-19",-0.00834339738617849
"2023-02-20",0.000421846885880558
"2023-02-21",-0.00111007741482061
"2023-02-22",-0.00634925123853806
"2023-02-23",-0.00213993597133389
"2023-02-24",-0.000794008853031866
"2023-02-25",-0.000398352780926236
"2023-02-26",0.00635249607912006
"2023-02-27",0.000756960040541781
"2023-02-28",-0.00436266255168965
"2023-03-01",-0.00257891064711379
"2023-03-02",0.00319104833450418
"2023-03-03",0.00103011955939772
"2023-03-04",-0.00234473420042854
"2023-03-05",0.00205079830410583
"2023-03-06",-0.00114768219400384
"2023-03-07",0.0023773906932706
"2023-03-08",0.00606101122508282
"2023-03-09",-0.00156698146376773
"2023-03-10",-0.001251154447943
"2023-03-11",0.000537777728835432
"2023-03-12",0.000333753580995066
"2023-03-13",0.000444604638271523
"2023-03-14",0.00228122253813486
"2023-03-15",-0.00131535306412053
"2023-03-16",-0.00403673160290236
"2023-03-17",-0.00176384287204909
"2023-03-18",-0.00287095034673768
"2023-03-19",-0.00444970959181571
"2023-03-20",-0.0020936256531624
"2023-03-21",-0.000349198010604593
"2023-03-22",-0.00591007870358615
"2023-03-23",-0.00109926901211184
"2023-03-24",0.00356953753448408
"2023-03-25",0.00783004537741532
"2023-03-26",0.00859664789945684
"2023-03-27",0.000567058601720179
"2023-03-28",0.00830686493592756
"2023-03-29",0.0227740110774905
"2023-03-30",0.00213057149129335
"2023-03-31",-0.00408273614650716
"2023-04-01",0.00156104050365265
"2023-04-02",-6.63303056171959e-05
"2023-04-03",0.00209249934442271
"2023-04-04",-0.00472842067527235
"2023-04-05",-0.00321303513131723
"2023-04-06",0.00816171744182369
"2023-04-07",0.00489956038227676
"2023-04-08",-0.00129503646328981
"2023-04-09",0.0044973843761418
"2023-04-10",0.00752257212686728
"2023-04-11",-0.0033805303021691
"2023-04-12",-0.00395949953462175
"2023-04-13",0.00699763436519102
"2023-04-14",0.0110730171166656
"2023-04-15",0.00682849462601355
"2023-04-16",0.00451146588519477
"2023-04-17",-0.00219327841459825
"2023-04-18",-0.00247171504308663
"2023-04-19",-0.00236519083963822
"2023-04-20",-0.00420171353309702
"2023-04-21",0.00165039699585561
"2023-04-22",-0.00116616308215129
"2023-04-23",-0.00194291425114349
"2023-04-24",0.00189750735528808
"2023-04-25",0.00112306839870184
"2023-04-26",0.00454349702534708
"2023-04-27",0.00046586706856842
"2023-04-28",-0.000619388627891529
"2023-04-29",0.00121940224628511
"2023-04-30",-0.000878600110309071
"2023-05-01",0.000576024457031083
"2023-05-02",-0.00145613729324082
"2023-05-03",-0.00504668691910153
"2023-05-04",-0.00384915417934937
"2023-05-05",0.00334440866397944
"2023-05-06",0.00368722197798887
"2023-05-07",0.00104347757662335
