"","x"
"102",33.6794141090551
"103",35.2193306533718
"104",37.4661792752156
"105",41.0178377555507
"106",45.9894921218892
"107",51.194642002864
"108",55.7900791435489
"109",59.1659866353504
"110",60.7506160281174
"111",60.0658932468569
"112",58.9533204991579
"113",58.2883860240935
"114",56.2882086646421
"115",54.2030431987187
"116",52.1025216774172
"117",49.5615280260912
"118",47.1862594916325
"119",45.663661607742
"120",42.8546633832109
"121",39.9784407250297
"122",36.0700514489503
"123",33.8068686928178
"124",32.68187046323
"125",29.7794537799976
"126",27.4407317427604
"127",26.0406033745053
"128",25.1992095347044
"129",23.8554391655785
"130",22.9371053807079
"131",22.9319752652136
"132",22.3070482345335
"133",20.6758361269909
"134",20.5118261107386
"135",23.1054051879955
"136",25.6854252290145
"137",26.8770948744638
"138",25.8195713710601
"139",21.8431484418059
"140",18.8496236971804
"141",16.01116940842
"142",13.2588990981435
"143",11.6461691137623
"144",10.2212927968936
"145",9.04865809115147
"146",8.23074359924221
"147",7.02119796084328
"148",8.29386096729646
"149",11.3872353568444
"150",14.4539354703826
"151",16.3293736611653
"152",15.731589331524
"153",15.1849568163161
"154",14.755204084935
"155",13.7048561849004
"156",12.5789638463485
"157",11.0771526278871
"158",8.44802377070975
"159",5.79180227103839
"160",4.79806441427529
"161",4.49756060769778
"162",3.55592285389707
"163",2.69737238781843
"164",0.899854757020118
"165",-1.92349722298635
"166",-3.41892467808906
"167",-3.22764230897621
"168",-3.14614751797974
"169",-5.55500360519139
"170",-6.53052129481944
"171",-6.28109353969346
"172",-6.27891978382375
"173",-5.47145702013502
"174",-3.98586532125246
"175",-3.29522626410294
"176",-3.10992599899696
"177",-3.03483178038061
"178",-2.40625998621074
"179",-2.31771660051399
"180",-3.59411802736155
"181",-3.16785725294669
"182",-1.55220104706895
"183",-1.31264421911111
"184",-3.27434087006348
"185",-5.47820502055104
"186",-8.06237291591041
"187",-10.4752549469809
"188",-13.6222790637989
"189",-16.4025981661553
"190",-18.446143047248
"191",-20.581556640606
"192",-21.9006237204633
"193",-21.1456012147011
"194",-21.4278727562223
"195",-23.0658764121034
"196",-25.0091833857886
"197",-29.6488092027415
"198",-32.863530492048
"199",-34.0083699224521
"200",-35.8203991421541
"201",-38.1369049585998
"202",-41.6047649026874
"203",-44.5556724232922
"204",-46.1779989903415
"205",-45.6607806653971
"206",-44.8736855852219
"207",-44.2701661043614
"208",-46.5340641046784
"209",-48.8436727672333
"210",-50.8026663944471
"211",-53.2471219254403
"212",-55.7403955419204
"213",-57.3400138602223
"214",-58.9277049227454
"215",-62.9626912408158
"216",-65.4082812421234
"217",-66.9799809809957
"218",-69.3574281318268
"219",-69.7712312545088
"220",-69.4086113048079
"221",-70.0103324102652
"222",-69.0908998956831
"223",-66.5745719514239
"224",-64.4921432509259
"225",-63.8500283243876
"226",-63.9593503718548
"227",-65.3018448337962
"228",-68.9317449703123
"229",-74.1317995768957
"230",-78.532446922076
"231",-82.5807877701644
"232",-84.7443823290094
"233",-85.5208192694746
"234",-84.8146626858718
"235",-85.5685427809003
"236",-86.6543197609057
"237",-88.3674178229248
"238",-89.0763448104502
"239",-89.1217786025829
"240",-87.8376368724991
"241",-86.5631676522654
"242",-84.9340826193342
"243",-82.3667943148226
"244",-79.1804858757394
"245",-76.5519683950061
"246",-73.7325422396858
"247",-70.8436923698039
"248",-69.7105578118335
"249",-71.393623324687
"250",-73.4026808921516
"251",-75.7306656943137
"252",-78.0527823573141
"253",-81.6759021636268
"254",-83.6403064258231
"255",-85.223056517467
"256",-86.7043940324191
"257",-87.9321854609788
"258",-88.6925560689136
"259",-88.9113407554232
"260",-89.7599633508417
"261",-91.5897109933621
"262",-93.5935872422128
"263",-92.8711622337304
"264",-91.2743354923585
"265",-89.5130048767663
"266",-89.5306374903159
"267",-90.8363390789638
"268",-92.1561637382034
"269",-92.5053387162774
"270",-92.2470263058017
"271",-92.2947610523561
"272",-91.7245952685782
"273",-92.2353286724397
"274",-91.5596646740675
"275",-89.401184087909
"276",-87.975239140789
"277",-86.8527149465353
"278",-86.3759556195298
"279",-86.0337224302284
"280",-84.2188215829904
"281",-81.6855286036387
"282",-79.0104582096496
"283",-77.0388663386807
"284",-74.7800083469254
"285",-73.5338834677017
"286",-71.9143939566817
"287",-68.585708670427
"288",-65.864044940525
"289",-64.1088432661264
"290",-63.733837093121
"291",-63.3547845378914
"292",-61.3639524751119
"293",-58.9241331302044
"294",-60.4036784848295
"295",-63.6398841834402
"296",-67.5117091417157
"297",-71.0746066885959
"298",-73.5481318062155
"299",-75.209105101614
"300",-74.9552853108473
"301",-76.0594246321069
"302",-78.7357550858917
"303",-81.3676659619297
"304",-84.1883848000606
"305",-86.025378491932
"306",-87.483350270015
"307",-87.7757794126816
"308",-87.4012846129307
"309",-88.4567994120155
"310",-88.7109232007719
"311",-88.1383911486916
"312",-88.9742935090089
"313",-89.4029692009445
"314",-89.2285632974082
"315",-89.8065196323676
"316",-91.0256926525883
"317",-91.5162827473076
"318",-92.1060218550395
"319",-93.2293759503485
"320",-92.6894039771826
"321",-92.7014750677408
"322",-93.9602744497912
"323",-95.6781378882481
"324",-97.9505383956993
"325",-101.730237181189
"326",-107.012390329605
"327",-110.808201342861
"328",-112.704894640169
"329",-113.753123253844
"330",-114.1288343893
"331",-112.983221269718
"332",-110.417999664317
"333",-106.723479735741
"334",-102.91013227442
"335",-100.090145870741
"336",-99.068921956346
"337",-98.2445509461283
"338",-94.5711853025942
"339",-90.0359985315313
"340",-86.9000792122278
"341",-85.6341023765368
"342",-84.820246304605
"343",-83.7476129404486
"344",-83.9515937044575
"345",-84.2672065750663
"346",-85.1679366962911
"347",-84.5514360136027
"348",-85.2147047977596
"349",-86.8072124713608
"350",-87.8527445384006
"351",-89.0295576218836
"352",-89.9201998984015
"353",-91.313718225898
"354",-92.9792830982812
"355",-92.0692547276822
"356",-91.2536106915676
"357",-91.6747192335424
"358",-94.566566533931
"359",-97.4456999325054
"360",-101.522700993829
"361",-105.166812514948
"362",-106.535087505649
"363",-106.858522935303
"364",-107.089408342271
"365",-107.498634671389
"366",-108.529270213148
"367",-109.472419234174
"368",-108.963917923383
"369",-108.730915568793
"370",-108.040402928685
"371",-107.294584676457
"372",-108.110197945094
"373",-110.09457188626
"374",-112.158004114632
"375",-112.057691874764
"376",-111.757380242029
"377",-112.005693940659
"378",-112.855874316308
"379",-112.216737401303
"380",-110.115495379169
"381",-109.702962384048
"382",-110.560487390465
"383",-112.341168976787
"384",-113.994575809721
"385",-116.41986088149
"386",-119.513213806163
"387",-120.889622574585
"388",-121.736476927428
"389",-122.538478955884
"390",-123.269677112825
"391",-123.203593554269
"392",-124.013704540033
"393",-125.606997779313
"394",-128.214958134511
"395",-130.487804944018
"396",-131.790393823443
"397",-133.38223432618
"398",-133.630572103954
"399",-132.145598839005
"400",-129.983867155245
"401",-127.329945375146
"402",-125.51769060451
"403",-124.666271633546
"404",-124.830731025106
"405",-124.982730419313
"406",-124.884777965794
"407",-124.436249369496
"408",-124.029581174431
"409",-123.524195077954
"410",-124.305621398639
"411",-127.516148405601
"412",-130.074361369296
"413",-131.426158842731
"414",-132.721062743273
"415",-135.414418998028
"416",-138.492091373139
"417",-139.69300750335
"418",-142.565170710984
"419",-146.272734944991
"420",-148.46649128954
"421",-150.536405326107
"422",-152.013655647461
"423",-152.370531159148
"424",-152.951276410624
"425",-152.948592721374
"426",-151.075255651503
"427",-148.054619160078
"428",-145.06294193318
"429",-139.566124240479
"430",-134.141444475819
"431",-128.197068961304
"432",-123.197025142921
"433",-119.48280273476
"434",-116.651259876021
"435",-113.903992867992
"436",-112.204031420388
"437",-109.26588073686
"438",-106.667260594994
"439",-105.482308990103
"440",-104.011097480081
"441",-101.000720631913
"442",-98.5848639072107
"443",-95.8928804275151
"444",-92.9917973384248
"445",-88.7791365572038
"446",-84.7159359467827
"447",-82.4371770029874
"448",-79.355097225421
"449",-76.2625053369636
"450",-74.9159853370033
"451",-74.5965105313008
"452",-74.4958082574065
"453",-74.0483846646165
"454",-73.8529970533878
"455",-73.5709259058517
"456",-72.1871359963603
"457",-70.7436232810608
"458",-70.0286731152633
"459",-69.2822428387551
"460",-68.0068128459129
"461",-67.2894713937033
"462",-65.7473514770311
"463",-64.5959933919734
"464",-63.1278873928437
"465",-60.5984704206418
"466",-58.7633280916524
"467",-57.6787735592089
"468",-58.6424656080999
"469",-58.5931967480799
"470",-58.9045881664571
"471",-60.3720448990095
"472",-61.4712737461187
"473",-63.0713897953174
"474",-65.069854388986
"475",-65.9637061181328
"476",-66.525484409082
"477",-66.9094665185232
"478",-66.6114403798643
"479",-67.1130224002719
"480",-67.7988015139915
"481",-69.3597153996484
"482",-71.6794592641196
"483",-75.374942683716
"484",-78.5027734436818
"485",-80.9318374042
"486",-84.088501800741
"487",-87.2063704722664
"488",-90.2952542527065
"489",-92.6374913166872
"490",-94.8963005436898
"491",-96.0246990018092
"492",-98.100431467467
"493",-101.129496926804
"494",-104.277851388301
"495",-106.547863927414
"496",-107.529555542545
"497",-107.006640107339
"498",-104.444884230672
"499",-103.243289440678
"500",-101.775007655876
"501",-98.9687837574685
