"t","y"
"148",-0.486563319139031
"149",-0.638906353818696
"150",0.0387427674494651
"151",0.305202883192373
"152",-0.56589044161827
"153",-1.03001082593743
"154",-0.924319971785875
"155",-1.15850809760377
"156",-0.534578469803494
"157",-0.919696731814461
"158",-1.53820585458708
"159",-1.10230346391541
"160",-0.436293659951062
"161",0.736188028060868
"162",0.575423410124162
"163",-0.0980894587480203
"164",-0.403349092329567
"165",-1.21207752515765
"166",-0.708137679783323
"167",0.27294162587681
"168",-0.199256835303611
"169",0.154811445491261
"170",0.378965036916898
"171",0.286917655448548
"172",0.816800640660443
"173",0.410777246421664
"174",0.448582421723071
"175",0.960224698484621
"176",1.43255619688159
"177",1.83394488035729
"178",1.8713819196547
"179",0.782759903276265
"180",0.59528106408961
"181",0.596377121070443
"182",0.382202390593833
"183",0.894515324432694
"184",1.16639923861244
"185",0.0174218407707881
"186",-0.10599579718359
"187",0.113837638178591
"188",-0.112862804359672
"189",-0.327692931632895
"190",-0.202909208375407
"191",0.234199944407537
"192",0.403398075965387
"193",0.407980744655435
"194",0.0396371020567183
"195",-0.0286854110621393
"196",-0.123297911035862
"197",-0.962032563770341
"198",-0.752381382504814
"199",0.4511643525941
"200",-0.146420865740437
"201",0.0113893905136597
"202",0.778561085738011
"203",0.708491352262396
"204",0.0480508771917869
"205",-0.715736998493451
"206",0.123772754375523
"207",0.705405758157159
"208",0.484647739792368
"209",0.450952956668469
"210",-0.332277888889095
"211",0.063132609943621
"212",1.10860168251045
"213",0.865595278753098
"214",-0.104713046268713
"215",-0.338277638323179
"216",-0.323279867815424
"217",0.0921547942468453
"218",0.397756243018871
"219",-0.147771947109069
"220",-0.316968540753186
"221",0.55211193959373
"222",0.714256293552556
"223",0.746370284720195
"224",1.10270709051601
"225",1.67250427115731
"226",0.200142912466787
"227",-1.4874818147695
"228",-0.667521159313762
"229",-0.219619950436412
"230",0.0880836899086962
"231",0.346048958245511
"232",0.159210168089709
"233",-0.0337215103771062
"234",0.630523884563077
"235",-0.256503549236486
"236",-0.635059707219999
"237",0.897051533110859
"238",0.757496035706213
"239",0.78918015514847
"240",0.971908640693939
"241",0.715338362050298
"242",0.492125447270577
"243",0.0493717540266206
"244",-0.0343070643822342
"245",-0.201817210788526
"246",-0.0758771622782999
"247",-0.599968075988331
"248",-0.80751823549041
"249",0.0106937729065469
"250",-0.657060638806734
"251",-0.409282147536375
"252",-0.150600696114957
"253",0.463329017122496
"254",0.605269523043357
"255",0.670596900448176
"256",0.820146575749077
"257",-0.199636272870686
"258",-0.28242072170794
"259",0.070875462913652
"260",0.138485633604947
"261",0.346440194692357
"262",0.244488223697588
"263",0.0536246088766696
"264",-1.11960368036584
"265",-1.21445697011857
"266",-0.0823993343218477
"267",0.60073440207397
"268",0.939121243401338
"269",1.00200736082587
"270",0.683425085800735
"271",0.0677181249393966
"272",-0.233281239853422
"273",-0.318062483435861
"274",0.121220804597392
"275",0.220689614282864
"276",0.391935708107443
"277",-0.578274584052464
"278",-1.09830640420869
"279",-0.845055959932902
"280",-0.140979309890025
"281",-0.590267568227358
"282",-0.677988665050247
"283",-0.485234046157013
"284",0.232276526630191
"285",0.61431816510944
"286",0.791079850579504
"287",0.31331735522906
"288",0.548692540572239
"289",0.866216415224282
"290",0.948433429568131
"291",0.620743896714279
"292",1.00510681879316
"293",0.503846790039116
"294",-0.10768557333028
"295",-0.428153392408781
"296",-0.684784399976905
"297",-0.089926036391364
"298",-0.0164526903761559
"299",-0.0452604892421105
"300",1.08462650218
